dependent vars,target group size,extra reproduction probability,cost of prosociality,reproduction type,prosocial phenotype,number of rounds,base reproduction rate,base reproduction probability,prosociality type,migration type,seed proportion prosocial,mutation rate,placeholder 1,placeholder 2,placeholder 3,placeholder 4,placeholder 5,starting state,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,Round 25,Round 26,Round 27,Round 28,Round 29,Round 30
prosociality proportions:,10,0.15,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5523809523809524,0.5688073394495413,0.5948275862068966,0.6147540983606558,0.6412213740458015,0.6642857142857143,0.6866666666666666,0.7151515151515152,0.7298850574712644,0.7417582417582418,0.7539267015706806,0.7729468599033816,0.793859649122807,0.8097165991902834,0.8321428571428572,0.8474025974025974,0.8633720930232558,0.8756613756613757,0.8888888888888888,0.8989247311827957,0.9076620825147348,0.9186851211072664,0.9274691358024691,0.9360544217687075,0.9441805225653207,0.9505263157894737,0.9564411492122336,0.9620048504446241,0.9663323782234957,0.9703470031545741
population counts:,10,0.15,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,105,109,116,122,131,140,150,165,174,182,191,207,228,247,280,308,344,378,423,465,509,578,648,735,842,950,1079,1237,1396,1585
groups counts:,10,0.15,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,11,12,13,14,15,16,17,18,19,20,22,24,28,30,34,37,42,46,50,57,64,73,84,95,107,123,139,158
standard deviations in prosocial proportions,10,0.15,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.078102496759066525,0.11626416202725938,0.15207653575510172,0.077245100466432556,0.1619157576653642,0.1569147249812369,0.14931817828833482,0.15860503004493759,0.10288798520721457,0.11153803486189255,0.14023316394990482,0.14329324768327417,0.13708596566925105,0.10058567648687758,0.08441447440717649,0.10369450814969984,0.081209859760462896,0.11913977659843869,0.095260745147253897,0.095336676645230503,0.11067052511804402,0.10138479192195371,0.084430744869943938,0.082774848176861537,0.079572592505289585,0.079209172262570335,0.06629072207930016,0.063857345620709355,0.059997394253179834,0.059115796146378893,0.050878028925097435
prosociality proportions:,10,0.2,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5607476635514018,0.584070796460177,0.6147540983606558,0.6356589147286822,0.656934306569343,0.6824324324324325,0.70625,0.7344632768361582,0.7539267015706806,0.7844036697247706,0.8073770491803278,0.8321428571428572,0.8478964401294499,0.8701657458563536,0.8853658536585366,0.9012605042016807,0.9153153153153153,0.9261006289308176,0.9381578947368421,0.9468325791855203,0.9548511047070125,0.961028192371476,0.9670637701471618,0.9719570405727923,0.9765,0.9802354920100925,0.9834797891036907,0.9862693543675138,0.9885894634620054,0.990501212611156
population counts:,10,0.2,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,107,113,122,129,137,148,160,177,191,218,244,280,309,362,410,476,555,636,760,884,1041,1206,1427,1676,2000,2378,2845,3423,4119,4948
groups counts:,10,0.2,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,11,12,12,13,14,16,17,19,21,24,28,30,36,41,47,55,63,76,88,104,120,142,167,200,237,284,342,411,494
standard deviations in prosocial proportions,10,0.2,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.17916472867168917,0.12202153989500014,0.14384914196386497,0.10016916362174301,0.11177259479701812,0.14376710808902735,0.097791431672814053,0.096622655210876943,0.10633780937865719,0.11642044068059727,0.12498308575430449,0.13708563074263663,0.12263060509563856,0.11460035561013228,0.10485941974079725,0.12209747327593977,0.082104159299461146,0.090398868729219789,0.088617678116377524,0.068761803318178522,0.07630927806179004,0.06486644221354973,0.060818519649980453,0.058736240773076619,0.04740416773005867,0.048966825504620969,0.042862646428369698,0.03901147853197242,0.036830711384653408,0.03393126728993235,0.03063830661859011
prosociality proportions:,10,0.25,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5648148148148148,0.584070796460177,0.6016949152542372,0.624,0.6466165413533834,0.6824324324324325,0.7235294117647059,0.75,0.7853881278538812,0.8104838709677419,0.8315412186379928,0.8575757575757575,0.8782383419689119,0.8980477223427332,0.9163701067615658,0.9304733727810651,0.9416149068322981,0.9525731584258325,0.9618506493506493,0.969078947368421,0.9748797434526991,0.9795918367346939,0.9836008374040475,0.9867306606437041,0.9892152363469482,0.9913123844731978,0.9930637544273908,0.9944153992395437,0.9955203964925657,0.9964209564422783
population counts:,10,0.25,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,108,113,118,125,133,148,170,188,219,248,279,330,386,461,562,676,805,991,1232,1520,1871,2303,2866,3542,4358,5410,6776,8416,10492,13132
groups counts:,10,0.25,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,11,11,12,13,14,17,18,21,24,27,33,38,46,56,67,80,99,123,152,187,230,286,354,435,541,677,841,1049,1313
standard deviations in prosocial proportions,10,0.25,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.17349351572897473,0.14402708652504417,0.10049396474927207,0.14433737012827064,0.17077579155885297,0.095181992608656701,0.13243728964678469,0.16280414709527116,0.10723377138921515,0.11923087037242783,0.10244654141339558,0.10931929371178724,0.1231660692903126,0.097504695204223044,0.094383884113445254,0.08869759076503908,0.084717568649518113,0.071751623358258965,0.062512114936427471,0.053295086441212149,0.0515975731676084,0.053267193242164626,0.042424179003054084,0.04384841943819192,0.036344198476118035,0.032436644201110129,0.03067835060719323,0.026554221258627046,0.022970115787300911,0.021589414341556448,0.01857808971202345
prosociality proportions:,10,0.3,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5523809523809524,0.6016949152542372,0.6412213740458015,0.6736111111111112,0.7116564417177914,0.7564766839378239,0.7920353982300885,0.8246268656716418,0.8498402555910544,0.875,0.8973799126637555,0.9168141592920354,0.9331436699857752,0.9477777777777778,0.9589877835951134,0.9677861549006168,0.9748259239421532,0.980310012568077,0.9847253818654533,0.9881193124368048,0.9907915360501567,0.9928178484107579,0.9944725391038457,0.9957469912225138,0.9967162719206316,0.9974579479690627,0.9980349527552471,0.9984908810685846,0.9988378993175749,0.9991077022383384
population counts:,10,0.3,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,105,118,131,144,163,193,226,268,313,376,458,565,703,900,1146,1459,1867,2387,3077,3956,5104,6544,8503,11051,14313,18489,23918,31144,40444,52673
groups counts:,10,0.3,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,11,13,14,16,19,22,26,31,37,45,56,70,90,114,145,186,238,307,395,510,654,850,1105,1431,1848,2391,3114,4044,5267
standard deviations in prosocial proportions,10,0.3,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.19,0.10198039027185568,0.115967818536602,0.14678320012526683,0.15194250184113942,0.15683053311043255,0.15334013811759206,0.10847560006300699,0.13006288047668074,0.09452555039605616,0.1013512768967041,0.083447794058508828,0.089348266164230764,0.080078494970380151,0.06868248649122484,0.066872008113226147,0.057256862354408751,0.05132439581446116,0.041728943062453408,0.038626483404712593,0.034532564683212641,0.030250142586272399,0.026365411571441139,0.02285534471424398,0.020180386736755752,0.018590501291959632,0.016083631148071535,0.01437227425381628,0.012192344033369919,0.010946068520721467,0.00960394713535518
prosociality proportions:,10,0.35,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.584070796460177,0.6299212598425197,0.656934306569343,0.6987179487179487,0.7403314917127072,0.7892376681614349,0.8290909090909091,0.8601190476190477,0.8912037037037037,0.9137614678899083,0.9317851959361393,0.9477777777777778,0.9601357082273113,0.969559585492228,0.9769607843137255,0.9827078734363502,0.9869625520110957,0.9903292181069959,0.9927770093745197,0.9946162657502864,0.9960017014036581,0.9970120788302607,0.9977796674225246,0.9983584226886941,0.9987820678932365,0.9990987881576929,0.9993311131984175,0.9995038006756757,0.9996312713293846,0.9997263767035961
population counts:,10,0.35,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,113,127,137,156,181,223,275,336,432,545,689,900,1179,1544,2040,2718,3605,4860,6507,8730,11755,15730,21168,28631,38590,52152,70266,94720,127465,171769
groups counts:,10,0.35,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,12,13,15,18,22,27,33,43,54,68,90,117,154,204,271,360,486,650,873,1175,1573,2116,2863,3859,5215,7026,9472,12746,17176
standard deviations in prosocial proportions,10,0.35,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.1846618531261939,0.12471400244388514,0.11768299935812611,0.10525811313133865,0.17051103441077076,0.1258994777677559,0.11993726019650339,0.11167086836213468,0.097989565445969914,0.096029177448270941,0.095934192396190721,0.07054403797833822,0.061874025743670451,0.05659147954337216,0.05490221649159039,0.048593738313762402,0.041233411985867136,0.035301829071628411,0.030244113976984684,0.026440388360094068,0.022569644004720665,0.019595917942265419,0.017025405841193875,0.014737150237209206,0.012707025638451492,0.010968584779252782,0.0094505235504919339,0.0081514971806277495,0.0071753191670795354,0.0060612162154502075,0.0052238765142456406
prosociality proportions:,10,0.4,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5607476635514018,0.6209677419354839,0.6690140845070423,0.7251461988304093,0.7793427230046949,0.8246268656716418,0.8609467455621301,0.8924485125858124,0.9192439862542955,0.9417596034696406,0.9575045207956601,0.9685197588747488,0.9769494850416871,0.9832561453509084,0.9880650076180802,0.991418659850283,0.9938051930934493,0.9955664559947175,0.9968193814712053,0.9977280417653599,0.9983774640107709,0.9988417939871858,0.9991717331923518,0.9994075306634396,0.999576500270319,0.9996972722295578,0.9997837688627162,0.9998455298981812,0.9998895510603099,0.999921116851119
population counts:,10,0.4,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,107,124,142,171,213,268,338,437,582,807,1106,1493,2039,2807,3938,5477,7587,10601,14777,20687,28967,40580,56745,79329,110980,155255,217360,304266,425536,595818
groups counts:,10,0.4,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,12,14,17,21,26,33,43,58,80,110,149,203,280,393,547,758,1060,1477,2068,2896,4058,5674,7932,11098,15525,21736,30426,42553,59581
standard deviations in prosocial proportions,10,0.4,0.0,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.10999999999999999,0.17768251005702643,0.1364204427132629,0.15563432844194966,0.17358028472419101,0.12534542142620783,0.14662986688923313,0.093560954594994403,0.09611710754000781,0.089936561074103277,0.07601075119692384,0.054383744764004448,0.054449346354286748,0.048486190479678663,0.038116993738638999,0.036103929804860539,0.028669971288070962,0.026213491254163029,0.021481900616839831,0.017933979732953916,0.014903269373413637,0.012635621148662259,0.010699493451248076,0.0090635441599278711,0.007674800095169027,0.0064938910482901123,0.005493823987605416,0.0046450358258732357,0.0039272704061616617,0.0033215734811125421,0.0028666837230650888
prosociality proportions:,10,0.0,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.53,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.5204081632653061,0.5204081632653061,0.5204081632653061,0.5204081632653061,0.5204081632653061,0.5204081632653061,0.5204081632653061,0.5204081632653061,0.5154639175257731,0.5154639175257731,0.5154639175257731,0.5154639175257731,0.5154639175257731,0.5052631578947369,0.5052631578947369,0.5052631578947369,0.5052631578947369,0.5052631578947369,0.5052631578947369,0.5052631578947369,0.5052631578947369,0.5052631578947369,0.5,0.5,0.4946236559139785
population counts:,10,0.0,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,100,99,99,99,99,98,98,98,98,98,98,98,98,97,97,97,97,97,95,95,95,95,95,95,95,95,95,94,94,93
groups counts:,10,0.0,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
standard deviations in prosocial proportions,10,0.0,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.19,0.10049875621120888,0.071424927392580551,0.083295063143791134,0.08329506314379112,0.15318940291013236,0.15664058161600103,0.15541118841953053,0.13400504203456162,0.078554432707974062,0.13713586059375465,0.093672914095916202,0.1953442384425628,0.15093491591396241,0.18222177428330799,0.11635030787864185,0.14342722987055131,0.14077778901159066,0.23525163615377742,0.14520882724492312,0.1230251611935763,0.13962066176214352,0.12305003905326109,0.17892193798371339,0.1696428485124655,0.12312464247225251,0.17307248862174104,0.16311802178708354,0.084848484848484826,0.073230581658148899,0.17912141461977757
prosociality proportions:,10,0.05,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.53,0.5346534653465347,0.53,0.5392156862745098,0.5392156862745098,0.5436893203883495,0.5523809523809524,0.5566037735849056,0.5688073394495413,0.5765765765765766,0.5765765765765766,0.591304347826087,0.6016949152542372,0.6178861788617886,0.6209677419354839,0.6209677419354839,0.6356589147286822,0.6412213740458015,0.6466165413533834,0.6518518518518519,0.6492537313432836,0.6412213740458015,0.6466165413533834,0.6544117647058824,0.6642857142857143,0.6690140845070423,0.6736111111111112,0.678082191780822,0.6887417218543046,0.6845637583892618
population counts:,10,0.05,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,100,101,100,102,102,103,105,106,109,111,111,115,118,123,124,124,129,131,133,135,134,131,133,136,140,142,144,146,151,149
groups counts:,10,0.05,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,13,13,13,14,14,14,14,15,14
standard deviations in prosocial proportions,10,0.05,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.12688577540449519,0.16155494421403513,0.11634943095109929,0.14177446878757824,0.12615090006328475,0.17144259092614961,0.12120606045453788,0.13514913709009888,0.074212115025303824,0.13191532470703313,0.11163450858310379,0.1227265770634484,0.18417332657130384,0.11848484528231305,0.14445680529155183,0.097724336343012738,0.15600911183391375,0.12560916763346572,0.12918338367768725,0.17122445810129105,0.096528830160117388,0.1469929404562936,0.14678320012526683,0.13391197568969154,0.15186905056249603,0.16736249305514261,0.16566970047127466,0.13878645423297981,0.15593747206210112,0.17545428377015079,0.11491305094042996
prosociality proportions:,10,0.1,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5392156862745098,0.5523809523809524,0.5607476635514018,0.5688073394495413,0.584070796460177,0.584070796460177,0.6115702479338843,0.626984126984127,0.6466165413533834,0.6544117647058824,0.6642857142857143,0.6824324324324325,0.6948051948051948,0.7151515151515152,0.7267441860465116,0.7445652173913043,0.75,0.7577319587628866,0.7696078431372549,0.7844036697247706,0.7974137931034483,0.8089430894308943,0.81640625,0.8272058823529411,0.8373702422145328,0.8507936507936508,0.863768115942029,0.8753315649867374,0.8833746898263027,0.8906976744186047
population counts:,10,0.1,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,102,105,107,109,113,113,121,126,133,136,140,148,154,165,172,184,188,194,204,218,232,246,256,272,289,315,345,377,403,430
groups counts:,10,0.1,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,10,11,11,12,12,13,13,14,14,15,16,17,18,18,19,20,21,23,24,25,27,28,31,34,37,40,43
standard deviations in prosocial proportions,10,0.1,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.18466185312619388,0.1208646534881473,0.17257409475879681,0.1333763704647383,0.16554692725619205,0.075898191563099876,0.1519133260444093,0.12288616724843406,0.16066858417062727,0.16840229503993584,0.14759718275886885,0.17157731642091878,0.15106302362176985,0.11878478660168292,0.09463255384873584,0.1500683783254792,0.12947430459930784,0.1382547506745177,0.15635906829517621,0.15393193730449201,0.13578865930924261,0.10743865345670021,0.13668312741022923,0.088710877769925978,0.12838574130502442,0.10100012190451021,0.099439870547087986,0.12778734766264754,0.096020083542161461,0.094216812996617896,0.11971662954636048
prosociality proportions:,10,0.15,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.53,0.5523809523809524,0.5607476635514018,0.5803571428571429,0.5948275862068966,0.6147540983606558,0.6384615384615384,0.6618705035971223,0.6802721088435374,0.6928104575163399,0.7151515151515152,0.7403314917127072,0.7589743589743589,0.783410138248848,0.8049792531120332,0.8192307692307692,0.8345070422535211,0.8522012578616353,0.8687150837988827,0.8794871794871795,0.8934240362811792,0.9028925619834711,0.9109848484848485,0.9214046822742475,0.9303703703703704,0.9379128137384413,0.9450292397660819,0.9516460905349794,0.9576957695769577,0.9628458498023715
population counts:,10,0.15,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,100,105,107,112,116,122,130,139,147,153,165,181,195,217,241,260,284,318,358,390,441,484,528,598,675,757,855,972,1111,1265
groups counts:,10,0.15,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,11,11,12,13,13,14,15,16,18,19,21,24,26,28,31,35,39,44,48,52,59,67,75,85,97,111,126
standard deviations in prosocial proportions,10,0.15,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.20024984394500786,0.16763054614240211,0.13626966459048509,0.11383981786805268,0.16513629285806863,0.15089379227804567,0.14692087598994533,0.1688807569238473,0.14915938022819478,0.12845987552081287,0.17337571001375363,0.12397175223106138,0.12600377506843513,0.12104790353306133,0.13601067492556934,0.1060166304936659,0.12095527071935684,0.12470406865622481,0.087427416277837344,0.1093577441632135,0.11806014803303938,0.091472708142646547,0.11078477026961542,0.090013576113753754,0.088897597025600336,0.088322213371511596,0.062510208532678052,0.077597544649484221,0.068969784713768217,0.065072694625372143,0.060001624135486507
prosociality proportions:,10,0.2,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5392156862745098,0.5688073394495413,0.5877192982456141,0.6178861788617886,0.6439393939393939,0.6594202898550725,0.6948051948051948,0.718562874251497,0.7403314917127072,0.7626262626262627,0.7844036697247706,0.8041666666666667,0.8212927756653993,0.8443708609271523,0.8641618497109826,0.8772845953002611,0.8899297423887588,0.9026915113871635,0.9166666666666666,0.9295352323838081,0.9407313997477932,0.9478935698447893,0.9549808429118773,0.9616951915240424,0.967983651226158,0.9728166570271833,0.9769041769041769,0.9803511705685619,0.9833096590909091,0.985881646139982
population counts:,10,0.2,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,102,109,114,123,132,138,154,167,181,198,218,240,263,302,346,383,427,483,564,667,793,902,1044,1227,1468,1729,2035,2392,2816,3329
groups counts:,10,0.2,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,11,12,13,13,15,16,18,19,21,24,26,30,34,38,42,48,56,66,79,90,104,122,146,172,203,239,281,332
standard deviations in prosocial proportions,10,0.2,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.10049875621120888,0.1208646534881473,0.15741716961391536,0.1506310292975111,0.19906231056993148,0.12349341481379385,0.14876215081395167,0.1170246377487253,0.12232546809486609,0.18897057057438835,0.10870198446114743,0.12042882344392696,0.13378828631668604,0.1009230468810524,0.10874693244779095,0.10329856705030106,0.089040542554767607,0.094166790427052741,0.092406970256438375,0.087727248695047028,0.09160846268596963,0.078786664909343967,0.077785713880831719,0.06486644221354973,0.063036759195543454,0.055910636974841124,0.050454291869284663,0.052577986459611162,0.045627802109508224,0.040015841069638861,0.037303116189446942
prosociality proportions:,10,0.25,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5727272727272728,0.6083333333333333,0.626984126984127,0.6594202898550725,0.7006369426751592,0.7251461988304093,0.7539267015706806,0.783410138248848,0.81640625,0.842809364548495,0.8683473389355743,0.888095238095238,0.905811623246493,0.922824302134647,0.9348127600554785,0.9455388180764774,0.9551098376313276,0.9626391096979332,0.9696578437701743,0.9753410283315844,0.9799488054607508,0.9837819185645272,0.9865867579908676,0.9891178513544802,0.9911886014248219,0.9928233318063826,0.9942075425191028,0.9952938820466607,0.9962032474351725,0.9969345160448735
population counts:,10,0.25,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,100,110,120,126,138,157,171,191,217,256,299,357,420,499,609,721,863,1047,1258,1549,1906,2344,2898,3504,4319,5334,6549,8114,9987,12379,15332
groups counts:,10,0.25,0.01,0,2,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,12,12,13,15,17,19,21,25,29,35,42,49,60,72,86,104,125,154,190,234,289,350,431,533,654,811,998,1237,1533
